"player_name","pos","team","rank","ecr","sd","best","worst","player_positions","player_short_name","player_eligibility","player_page_url","player_filename","player_bye_week","player_owned_avg","player_ecr_delta","note","tag","recommendation","pos_rank","r2p_pts","year","pulled_at","source","player","fp_player_id","ros_points","ros_rank","ros_best_rank","ros_worst_rank","ros_avg_rank","ros_sd_rank","ros_ecr_vs_adp","fp_player_slug","team_clean","fp_key","ros_pos_rank"
"Dameon Pierce","RB","HOU",69,65.75,5.8,56,71,"RB","D. Pierce","RB","https://www.fantasypros.com/nfl/players/dameon-pierce.php","dameon-pierce.php","6",6.8,NA,NA,NA,NA,"RB69","52.7",2025,"2025-09-09T18:09:55Z","fantasypros","Dameon Pierce",22947,NA,69,56,71,NA,5.8,NA,"dameon-pierce","hou","dameon-pierce|RB|hou",69
"Miles Sanders","RB","DAL",70,70,6.16,62,76,"RB","M. Sanders","RB","https://www.fantasypros.com/nfl/players/miles-sanders.php","miles-sanders.php","10",3.5,NA,NA,NA,NA,"RB70","52.7",2025,"2025-09-09T18:09:55Z","fantasypros","Miles Sanders",18283,NA,70,62,76,NA,6.16,NA,"miles-sanders","dal","miles-sanders|RB|dal",70
"Jarquez Hunter","RB","LAR",71,70.25,5.54,65,78,"RB","J. Hunter","RB","https://www.fantasypros.com/nfl/players/jarquez-hunter.php","jarquez-hunter.php","8",2.6,NA,NA,NA,NA,"RB71","49.3",2025,"2025-09-09T18:09:55Z","fantasypros","Jarquez Hunter",24335,NA,71,65,78,NA,5.54,NA,"jarquez-hunter","lar","jarquez-hunter|RB|lar",71
"Brashard Smith","RB","KC",72,70.25,2.05,67,72,"RB","B. Smith","RB","https://www.fantasypros.com/nfl/players/brashard-smith.php","brashard-smith.php","10",3,NA,NA,NA,NA,"RB72","47.6",2025,"2025-09-09T18:09:55Z","fantasypros","Brashard Smith",27259,NA,72,67,72,NA,2.05,NA,"brashard-smith","kc","brashard-smith|RB|kc",72
"Sean Tucker","RB","TB",73,72.25,4.92,68,80,"RB","S. Tucker","RB","https://www.fantasypros.com/nfl/players/sean-tucker.php","sean-tucker.php","9",3.1,NA,NA,NA,NA,"RB73","45.9",2025,"2025-09-09T18:09:55Z","fantasypros","Sean Tucker",23679,NA,73,68,80,NA,4.92,NA,"sean-tucker","tb","sean-tucker|RB|tb",73
"Isaiah Davis","RB","NYJ",74,74.75,4.32,71,82,"RB","I. Davis","RB","https://www.fantasypros.com/nfl/players/isaiah-davis.php","isaiah-davis.php","9",0.8,8,NA,NA,NA,"RB74","45.9",2025,"2025-09-09T18:09:55Z","fantasypros","Isaiah Davis",25977,NA,74,71,82,NA,4.32,NA,"isaiah-davis","nyj","isaiah-davis|RB|nyj",74
"Devin Neal","RB","NO",75,76.5,6.69,69,87,"RB","D. Neal","RB","https://www.fantasypros.com/nfl/players/devin-neal.php","devin-neal.php","11",2.5,NA,NA,NA,NA,"RB75","40.8",2025,"2025-09-09T18:09:55Z","fantasypros","Devin Neal",23682,NA,75,69,87,NA,6.69,NA,"devin-neal","no","devin-neal|RB|no",75
"Jaylen Wright","RB","MIA",76,77.75,6.83,69,87,"RB","J. Wright","RB","https://www.fantasypros.com/nfl/players/jaylen-wright.php","jaylen-wright.php","12",8.9,-15,NA,NA,NA,"RB76","40.8",2025,"2025-09-09T18:09:55Z","fantasypros","Jaylen Wright",25987,NA,76,69,87,NA,6.83,NA,"jaylen-wright","mia","jaylen-wright|RB|mia",76
"Devin Singletary","RB","NYG",77,78,5.92,71,87,"RB","D. Singletary","RB","https://www.fantasypros.com/nfl/players/devin-singletary.php","devin-singletary.php","14",1.4,NA,NA,NA,NA,"RB77","37.4",2025,"2025-09-09T18:09:55Z","fantasypros","Devin Singletary",18280,NA,77,71,87,NA,5.92,NA,"devin-singletary","nyg","devin-singletary|RB|nyg",77
"Kenneth Gainwell","RB","PIT",78,78.5,10.23,64,90,"RB","K. Gainwell","RB","https://www.fantasypros.com/nfl/players/kenneth-gainwell.php","kenneth-gainwell.php","5",2.2,8,NA,NA,NA,"RB78","37.4",2025,"2025-09-09T18:09:55Z","fantasypros","Kenneth Gainwell",23310,NA,78,64,90,NA,10.23,NA,"kenneth-gainwell","pit","kenneth-gainwell|RB|pit",78
"Trevor Etienne","RB","CAR",79,79,6.48,69,87,"RB","T. Etienne","RB","https://www.fantasypros.com/nfl/players/trevor-etienne.php","trevor-etienne.php","14",1.7,NA,NA,NA,NA,"RB79","35.7",2025,"2025-09-09T18:09:55Z","fantasypros","Trevor Etienne",25393,NA,79,69,87,NA,6.48,NA,"trevor-etienne","car","trevor-etienne|RB|car",79
"MarShawn Lloyd","RB","GB",80,79.75,3.49,75,84,"RB","M. Lloyd","RB","https://www.fantasypros.com/nfl/players/marshawn-lloyd.php","marshawn-lloyd.php","5",3.6,NA,NA,NA,NA,"RB80","34.0",2025,"2025-09-09T18:09:55Z","fantasypros","MarShawn Lloyd",23118,NA,80,75,84,NA,3.49,NA,"marshawn-lloyd","gb","marshawn-lloyd|RB|gb",80
"Justice Hill","RB","BAL",81,81.25,6.76,75,92,"RB","J. Hill","RB","https://www.fantasypros.com/nfl/players/justice-hill.php","justice-hill.php","7",11.7,NA,NA,NA,NA,"RB81","32.3",2025,"2025-09-09T18:09:55Z","fantasypros","Justice Hill",18256,NA,81,75,92,NA,6.76,NA,"justice-hill","bal","justice-hill|RB|bal",81
"Chris Brooks","RB","GB",82,83,7.84,70,91,"RB","C. Brooks","RB","https://www.fantasypros.com/nfl/players/christopher-brooks.php","christopher-brooks.php","5",0.8,NA,NA,NA,NA,"RB82","32.3",2025,"2025-09-09T18:09:55Z","fantasypros","Chris Brooks",25823,NA,82,70,91,NA,7.84,NA,"chris-brooks","gb","chris-brooks|RB|gb",82
"Elijah Mitchell","RB","KC",83,83,4.53,79,90,"RB","E. Mitchell","RB","https://www.fantasypros.com/nfl/players/elijah-mitchell-rb.php","elijah-mitchell-rb.php","10",1.4,NA,NA,NA,NA,"RB83","28.9",2025,"2025-09-09T18:09:55Z","fantasypros","Elijah Mitchell",22813,NA,83,79,90,NA,4.53,NA,"elijah-mitchell","kc","elijah-mitchell|RB|kc",83
"Ty Johnson","RB","BUF",84,83.75,3.27,80,89,"RB","Ty Johnson","RB","https://www.fantasypros.com/nfl/players/ty-johnson.php","ty-johnson.php","7",1.2,NA,NA,NA,NA,"RB84","28.9",2025,"2025-09-09T18:09:55Z","fantasypros","Ty Johnson",18406,NA,84,80,89,NA,3.27,NA,"ty-johnson","buf","ty-johnson|RB|buf",84
"Raheem Mostert","RB","LV",85,85.25,5.54,80,93,"RB","R. Mostert","RB","https://www.fantasypros.com/nfl/players/raheem-mostert.php","raheem-mostert.php","8",3.7,NA,NA,NA,NA,"RB85","27.2",2025,"2025-09-09T18:09:55Z","fantasypros","Raheem Mostert",14338,NA,85,80,93,NA,5.54,NA,"raheem-mostert","lv","raheem-mostert|RB|lv",85
"Emanuel Wilson","RB","GB",86,86.25,7.92,74,95,"RB","E. Wilson","RB","https://www.fantasypros.com/nfl/players/emanuel-wilson.php","emanuel-wilson.php","5",2,NA,NA,NA,NA,"RB86","25.5",2025,"2025-09-09T18:09:55Z","fantasypros","Emanuel Wilson",25885,NA,86,74,95,NA,7.92,NA,"emanuel-wilson","gb","emanuel-wilson|RB|gb",86
"Samaje Perine","RB","CIN",87,87.25,2.86,84,91,"RB","S. Perine","RB","https://www.fantasypros.com/nfl/players/samaje-perine.php","samaje-perine.php","10",1.4,NA,NA,NA,NA,"RB87","23.8",2025,"2025-09-09T18:09:55Z","fantasypros","Samaje Perine",16423,NA,87,84,91,NA,2.86,NA,"samaje-perine","cin","samaje-perine|RB|cin",87
"A.J. Dillon","RB","PHI",88,87.75,4.02,83,94,"RB","A.J. Dillon","RB","https://www.fantasypros.com/nfl/players/aj-dillon.php","aj-dillon.php","9",1.3,NA,NA,NA,NA,"RB88","23.8",2025,"2025-09-09T18:09:55Z","fantasypros","A.J. Dillon",19358,NA,88,83,94,NA,4.02,NA,"a-j-dillon","phi","a-j-dillon|RB|phi",88
"Jaleel McLaughlin","RB","DEN",89,88.5,6.34,78,94,"RB","J. McLaughlin","RB","https://www.fantasypros.com/nfl/players/jaleel-mclaughlin.php","jaleel-mclaughlin.php","12",1.3,NA,NA,NA,NA,"RB89","23.8",2025,"2025-09-09T18:09:55Z","fantasypros","Jaleel McLaughlin",25876,NA,89,78,94,NA,6.34,NA,"jaleel-mclaughlin","den","jaleel-mclaughlin|RB|den",89
"Antonio Gibson","RB","NE",90,88.5,3.64,83,93,"RB","A. Gibson","RB","https://www.fantasypros.com/nfl/players/antonio-gibson.php","antonio-gibson.php","14",1.4,NA,NA,NA,NA,"RB90","20.4",2025,"2025-09-09T18:09:55Z","fantasypros","Antonio Gibson",19624,NA,90,83,93,NA,3.64,NA,"antonio-gibson","ne","antonio-gibson|RB|ne",90
"Jeremy McNichols","RB","WAS",91,89.75,13.65,68,104,"RB","J. McNichols","RB","https://www.fantasypros.com/nfl/players/jeremy-mcnichols.php","jeremy-mcnichols.php","12",0.7,10,NA,NA,NA,"RB91","20.4",2025,"2025-09-09T18:09:55Z","fantasypros","Jeremy McNichols",16445,NA,91,68,104,NA,13.65,NA,"jeremy-mcnichols","was","jeremy-mcnichols|RB|was",91
"Zamir White","RB","LV",92,89.75,5.49,82,97,"RB","Z. White","RB","https://www.fantasypros.com/nfl/players/zamir-white.php","zamir-white.php","8",1.1,NA,NA,NA,NA,"RB92","18.7",2025,"2025-09-09T18:09:55Z","fantasypros","Zamir White",20095,NA,92,82,97,NA,5.49,NA,"zamir-white","lv","zamir-white|RB|lv",92
"Jordan James","RB","SF",93,92,9.51,81,106,"RB","J. James","RB","https://www.fantasypros.com/nfl/players/jordan-james.php","jordan-james.php","14",1.5,NA,NA,NA,NA,"RB93","18.7",2025,"2025-09-09T18:09:55Z","fantasypros","Jordan James",27310,NA,93,81,106,NA,9.51,NA,"jordan-james","sf","jordan-james|RB|sf",93
"Julius Chestnut","RB","TEN",94,93.5,4.92,85,97,"RB","J. Chestnut","RB","https://www.fantasypros.com/nfl/players/julius-chestnut.php","julius-chestnut.php","10",1.2,11,NA,NA,NA,"RB94","17.0",2025,"2025-09-09T18:09:55Z","fantasypros","Julius Chestnut",24689,NA,94,85,97,NA,4.92,NA,"julius-chestnut","ten","julius-chestnut|RB|ten",94
"Kalel Mullings","RB","TEN",95,94.5,1.12,93,96,"RB","K. Mullings","RB","https://www.fantasypros.com/nfl/players/kalel-mullings.php","kalel-mullings.php","10",0.7,NA,NA,NA,NA,"RB95","17.0",2025,"2025-09-09T18:09:55Z","fantasypros","Kalel Mullings",27045,NA,95,93,96,NA,1.12,NA,"kalel-mullings","ten","kalel-mullings|RB|ten",95
"LeQuint Allen Jr.","RB","JAC",96,91.33,6.13,84,99,"RB","L. Allen Jr.","RB","https://www.fantasypros.com/nfl/players/lequint-allen-jr.php","lequint-allen-jr.php","8",0.7,NA,NA,NA,NA,"RB96","15.3",2025,"2025-09-09T18:09:55Z","fantasypros","LeQuint Allen Jr.",27285,NA,96,84,99,NA,6.13,NA,"lequint-allen","jac","lequint-allen|RB|jac",96
"Tyler Badie","RB","DEN",97,95,12.83,81,112,"RB","T. Badie","RB","https://www.fantasypros.com/nfl/players/tyler-badie.php","tyler-badie.php","12",0.7,19,NA,NA,NA,"RB97","15.3",2025,"2025-09-09T18:09:55Z","fantasypros","Tyler Badie",23812,NA,97,81,112,NA,12.83,NA,"tyler-badie","den","tyler-badie|RB|den",97
"Phil Mafah","RB","DAL",98,99,7.79,90,109,"RB","P. Mafah","RB","https://www.fantasypros.com/nfl/players/phil-mafah.php","phil-mafah.php","10",0.6,NA,NA,NA,NA,"RB98","13.6",2025,"2025-09-09T18:09:55Z","fantasypros","Phil Mafah",22928,NA,98,90,109,NA,7.79,NA,"phil-mafah","dal","phil-mafah|RB|dal",98
"Kimani Vidal","RB","LAC",99,97,5,92,102,"RB","K. Vidal","RB","https://www.fantasypros.com/nfl/players/kimani-vidal.php","kimani-vidal.php","12",0.6,NA,NA,NA,NA,"RB99","13.6",2025,"2025-09-09T18:09:55Z","fantasypros","Kimani Vidal",26355,NA,99,92,102,NA,5,NA,"kimani-vidal","lac","kimani-vidal|RB|lac",99
"George Holani","RB","SEA",100,97.5,1.5,96,99,"RB","G. Holani","RB","https://www.fantasypros.com/nfl/players/george-holani.php","george-holani.php","8",0.1,NA,NA,NA,NA,"RB100","13.6",2025,"2025-09-09T18:09:55Z","fantasypros","George Holani",22915,NA,100,96,99,NA,1.5,NA,"george-holani","sea","george-holani|RB|sea",100
"Damien Martinez","RB","SEA",101,100,5,95,105,"RB","D. Martinez","RB","https://www.fantasypros.com/nfl/players/damien-martinez.php","damien-martinez.php","8",0.6,NA,NA,NA,NA,"RB101","10.2",2025,"2025-09-09T18:09:55Z","fantasypros","Damien Martinez",25976,NA,101,95,105,NA,5,NA,"damien-martinez","sea","damien-martinez|RB|sea",101
"Zack Moss","RB","FA",102,94,0,94,94,"RB","Z. Moss","RB","https://www.fantasypros.com/nfl/players/zack-moss.php","zack-moss.php",NA,1.9,NA,NA,NA,NA,"RB102","10.2",2025,"2025-09-09T18:09:55Z","fantasypros","Zack Moss",19263,NA,102,94,94,NA,0,NA,"zack-moss","fa","zack-moss|RB|fa",102
"Tyler Goodson","RB","IND",103,100.5,0.5,100,101,"RB","T. Goodson","RB","https://www.fantasypros.com/nfl/players/tyler-goodson.php","tyler-goodson.php","11",0.7,NA,NA,NA,NA,"RB103","10.2",2025,"2025-09-09T18:09:55Z","fantasypros","Tyler Goodson",22976,NA,103,100,101,NA,0.5,NA,"tyler-goodson","ind","tyler-goodson|RB|ind",103
"Jamaal Williams","RB","FA",104,97,0,97,97,"RB","J. Williams","RB","https://www.fantasypros.com/nfl/players/jamaal-williams.php","jamaal-williams.php",NA,2,21,NA,NA,NA,"RB104","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Jamaal Williams",16424,NA,104,97,97,NA,0,NA,"jamaal-williams","fa","jamaal-williams|RB|fa",104
"Hassan Haskins","RB","LAC",105,102,1,101,103,"RB","H. Haskins","RB","https://www.fantasypros.com/nfl/players/hassan-haskins.php","hassan-haskins.php","12",1.1,NA,NA,NA,NA,"RB105","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Hassan Haskins",23798,NA,105,101,103,NA,1,NA,"hassan-haskins","lac","hassan-haskins|RB|lac",105
"Troy Hairston II","RB","FA",106,98,0,98,98,"RB","T. Hairston II","RB","https://www.fantasypros.com/nfl/players/troy-hairston-ii.php","troy-hairston-ii.php",NA,1.1,35,NA,NA,NA,"RB106","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Troy Hairston II",24872,NA,106,98,98,NA,0,NA,"troy-hairston","fa","troy-hairston|RB|fa",106
"Khalil Herbert","RB","FA",107,100,0,100,100,"RB","K. Herbert","RB","https://www.fantasypros.com/nfl/players/khalil-herbert.php","khalil-herbert.php",NA,0.6,NA,NA,NA,NA,"RB107","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Khalil Herbert",22763,NA,107,100,100,NA,0,NA,"khalil-herbert","fa","khalil-herbert|RB|fa",107
"Cam Akers","RB","FA",108,102,0,102,102,"RB","C. Akers","RB","https://www.fantasypros.com/nfl/players/cam-akers.php","cam-akers.php",NA,0.7,NA,NA,NA,NA,"RB108","5.1",2025,"2025-09-09T18:09:55Z","fantasypros","Cam Akers",19268,NA,108,102,102,NA,0,NA,"cam-akers","fa","cam-akers|RB|fa",108
"Raheim Sanders","RB","CLE",109,114,11,103,125,"RB","R. Sanders","RB","https://www.fantasypros.com/nfl/players/raheim-sanders.php","raheim-sanders.php","9",0.6,NA,NA,NA,NA,"RB109","5.1",2025,"2025-09-09T18:09:55Z","fantasypros","Raheim Sanders",24351,NA,109,103,125,NA,11,NA,"raheim-sanders","cle","raheim-sanders|RB|cle",109
"Dare Ogunbowale","RB","HOU",110,106,2,104,108,"RB","D. Ogunbowale","RB","https://www.fantasypros.com/nfl/players/dare-ogunbowale.php","dare-ogunbowale.php","6",0.7,11,NA,NA,NA,"RB110","5.1",2025,"2025-09-09T18:09:55Z","fantasypros","Dare Ogunbowale",16879,NA,110,104,108,NA,2,NA,"dare-ogunbowale","hou","dare-ogunbowale|RB|hou",110
"Craig Reynolds","RB","DET",111,113,8,105,121,"RB","C. Reynolds","RB","https://www.fantasypros.com/nfl/players/craig-reynolds.php","craig-reynolds.php","8",0.6,NA,NA,NA,NA,"RB111","5.1",2025,"2025-09-09T18:09:55Z","fantasypros","Craig Reynolds",19074,NA,111,105,121,NA,8,NA,"craig-reynolds","det","craig-reynolds|RB|det",111
"Jeff Wilson Jr.","RB","MIA",112,106,0,106,106,"RB","J. Wilson Jr.","RB","https://www.fantasypros.com/nfl/players/jeffery-wilson.php","jeffery-wilson.php","12",1,14,NA,NA,NA,"RB112","3.4",2025,"2025-09-09T18:09:55Z","fantasypros","Jeff Wilson Jr.",18026,NA,112,106,106,NA,0,NA,"jeff-wilson","mia","jeff-wilson|RB|mia",112
"Audric Estime","RB","PHI",113,107,0,107,107,"RB","A. Estime","RB","https://www.fantasypros.com/nfl/players/audric-estime.php","audric-estime.php","9",0.8,-17,NA,NA,NA,"RB113","3.4",2025,"2025-09-09T18:09:55Z","fantasypros","Audric Estime",23054,NA,113,107,107,NA,0,NA,"audric-estime","phi","audric-estime|RB|phi",113
"Carson Steele","RB","KC",114,110,0,110,110,"RB","C. Steele","RB","https://www.fantasypros.com/nfl/players/carson-steele.php","carson-steele.php","10",1.1,NA,NA,NA,NA,"RB114","1.7",2025,"2025-09-09T18:09:55Z","fantasypros","Carson Steele",26372,NA,114,110,110,NA,0,NA,"carson-steele","kc","carson-steele|RB|kc",114
"Sincere McCormick","RB","SF",115,111,0,111,111,"RB","S. McCormick","RB","https://www.fantasypros.com/nfl/players/sincere-mccormick.php","sincere-mccormick.php","14",0.6,-22,NA,NA,NA,"RB115","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Sincere McCormick",23172,NA,115,111,111,NA,0,NA,"sincere-mccormick","sf","sincere-mccormick|RB|sf",115
"Ty Chandler","RB","MIN",116,113,0,113,113,"RB","Ty Chandler","RB","https://www.fantasypros.com/nfl/players/ty-chandler.php","ty-chandler.php","6",1,-15,NA,NA,NA,"RB116","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Ty Chandler",19471,NA,116,113,113,NA,0,NA,"ty-chandler","min","ty-chandler|RB|min",116
"Sione Vaki","RB","DET",117,114,0,114,114,"RB","S. Vaki","RB","https://www.fantasypros.com/nfl/players/sione-vaki.php","sione-vaki.php","8",1.1,17,NA,NA,NA,"RB117","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Sione Vaki",26309,NA,117,114,114,NA,0,NA,"sione-vaki","det","sione-vaki|RB|det",117
"Ronnie Rivers","RB","LAR",118,115,0,115,115,"RB","R. Rivers","RB","https://www.fantasypros.com/nfl/players/ronnie-rivers.php","ronnie-rivers.php","8",1.1,NA,NA,NA,NA,"RB118","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Ronnie Rivers",23986,NA,118,115,115,NA,0,NA,"ronnie-rivers","lar","ronnie-rivers|RB|lar",118
"Tony Jones Jr.","RB","FA",119,116,0,116,116,"RB","T. Jones Jr.","RB","https://www.fantasypros.com/nfl/players/tony-jones-rb.php","tony-jones-rb.php",NA,0,49,NA,NA,NA,"RB119","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Tony Jones Jr.",19482,NA,119,116,116,NA,0,NA,"tony-jones","fa","tony-jones|RB|fa",119
"Nyheim Hines","RB","LAC",120,117,0,117,117,"RB","N. Hines","RB","https://www.fantasypros.com/nfl/players/nyheim-hines.php","nyheim-hines.php","12",0,28,NA,NA,NA,"RB120","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Nyheim Hines",17297,NA,120,117,117,NA,0,NA,"nyheim-hines","lac","nyheim-hines|RB|lac",120
"Donovan Edwards","RB","WAS",121,118,0,118,118,"RB","D. Edwards","RB","https://www.fantasypros.com/nfl/players/donovan-edwards.php","donovan-edwards.php","12",1,NA,NA,NA,NA,"RB121","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Donovan Edwards",23014,NA,121,118,118,NA,0,NA,"donovan-edwards","was","donovan-edwards|RB|was",121
"Marcus Yarns","RB","FA",122,119,0,119,119,"RB","M. Yarns","RB","https://www.fantasypros.com/nfl/players/marcus-yarns.php","marcus-yarns.php",NA,1,NA,NA,NA,NA,"RB122","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Marcus Yarns",27293,NA,122,119,119,NA,0,NA,"marcus-yarns","fa","marcus-yarns|RB|fa",122
"Emari Demercado","RB","ARI",123,120,0,120,120,"RB","E. Demercado","RB","https://www.fantasypros.com/nfl/players/emari-demercado.php","emari-demercado.php","8",0.7,NA,NA,NA,NA,"RB123","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Emari Demercado",25654,NA,123,120,120,NA,0,NA,"emari-demercado","ari","emari-demercado|RB|ari",123
"Gus Edwards","RB","FA",124,122,0,122,122,"RB","G. Edwards","RB","https://www.fantasypros.com/nfl/players/gus-edwards.php","gus-edwards.php",NA,1,NA,NA,NA,NA,"RB124","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Gus Edwards",17687,NA,124,122,122,NA,0,NA,"gus-edwards","fa","gus-edwards|RB|fa",124
"Trey Sermon","RB","PIT",125,123,0,123,123,"RB","T. Sermon","RB","https://www.fantasypros.com/nfl/players/trey-sermon.php","trey-sermon.php","5",1,NA,NA,NA,NA,"RB125","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Trey Sermon",19425,NA,125,123,123,NA,0,NA,"trey-sermon","pit","trey-sermon|RB|pit",125
"Clyde Edwards-Helaire","RB","KC",126,124,0,124,124,"RB","C. Edwards-Helaire","RB","https://www.fantasypros.com/nfl/players/clyde-edwards-helaire.php","clyde-edwards-helaire.php","10",0.7,NA,NA,NA,NA,"RB126","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Clyde Edwards-Helaire",19325,NA,126,124,124,NA,0,NA,"clyde-edwards-helaire","kc","clyde-edwards-helaire|RB|kc",126
"Ja'Quinden Jackson","RB","JAC",127,126,0,126,126,"RB","J. Jackson","RB","https://www.fantasypros.com/nfl/players/jaquinden-jackson.php","jaquinden-jackson.php","8",1,NA,NA,NA,NA,"RB127","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Ja'Quinden Jackson",23170,NA,127,126,126,NA,0,NA,"ja-quinden-jackson","jac","ja-quinden-jackson|RB|jac",127
"D'Ernest Johnson","RB","BAL",128,127,0,127,127,"RB","D. Johnson","RB","https://www.fantasypros.com/nfl/players/dernest-johnson.php","dernest-johnson.php","7",1,NA,NA,NA,NA,"RB128","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","D'Ernest Johnson",19111,NA,128,127,127,NA,0,NA,"d-ernest-johnson","bal","d-ernest-johnson|RB|bal",128
"Chris Tyree","RB","NO",129,128,0,128,128,"RB","C. Tyree","WR","https://www.fantasypros.com/nfl/players/chris-tyree.php","chris-tyree.php","11",0,NA,NA,NA,NA,"RB129","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Chris Tyree",23058,NA,129,128,128,NA,0,NA,"chris-tyree","no","chris-tyree|RB|no",129
"Brock Bowers","TE","LV",1,1.4,0.8,1,3,"TE","B. Bowers","TE","https://www.fantasypros.com/nfl/players/brock-bowers.php","brock-bowers.php","8",99.8,1,NA,NA,NA,"TE1","153.0",2025,"2025-09-09T18:09:55Z","fantasypros","Brock Bowers",22955,NA,1,1,3,NA,0.8,NA,"brock-bowers","lv","brock-bowers|TE|lv",1
"Trey McBride","TE","ARI",2,2.4,0.8,1,3,"TE","T. McBride","TE","https://www.fantasypros.com/nfl/players/trey-mcbride.php","trey-mcbride.php","8",99.7,NA,NA,NA,NA,"TE2","147.9",2025,"2025-09-09T18:09:55Z","fantasypros","Trey McBride",22936,NA,2,1,3,NA,0.8,NA,"trey-mcbride","ari","trey-mcbride|TE|ari",2
"George Kittle","TE","SF",3,2.4,0.8,2,4,"TE","G. Kittle","TE","https://www.fantasypros.com/nfl/players/george-kittle.php","george-kittle.php","14",99.7,-1,NA,NA,NA,"TE3","139.4",2025,"2025-09-09T18:09:55Z","fantasypros","George Kittle",16499,NA,3,2,4,NA,0.8,NA,"george-kittle","sf","george-kittle|TE|sf",3
"Sam LaPorta","TE","DET",4,5.6,1.85,4,9,"TE","S. LaPorta","TE","https://www.fantasypros.com/nfl/players/sam-laporta.php","sam-laporta.php","8",99.5,NA,NA,NA,NA,"TE4","120.7",2025,"2025-09-09T18:09:55Z","fantasypros","Sam LaPorta",22978,NA,4,4,9,NA,1.85,NA,"sam-laporta","det","sam-laporta|TE|det",4
"Tyler Warren","TE","IND",5,6.6,2.65,3,10,"TE","T. Warren","TE","https://www.fantasypros.com/nfl/players/tyler-warren.php","tyler-warren.php","11",91.8,2,NA,NA,NA,"TE5","117.3",2025,"2025-09-09T18:09:55Z","fantasypros","Tyler Warren",26434,NA,5,3,10,NA,2.65,NA,"tyler-warren","ind","tyler-warren|TE|ind",5
"T.J. Hockenson","TE","MIN",6,6.8,1.47,4,8,"TE","T.J. Hockenson","TE","https://www.fantasypros.com/nfl/players/tj-hockenson.php","tj-hockenson.php","6",98.2,NA,NA,NA,NA,"TE6","108.8",2025,"2025-09-09T18:09:55Z","fantasypros","T.J. Hockenson",18290,NA,6,4,8,NA,1.47,NA,"t-j-hockenson","min","t-j-hockenson|TE|min",6
"Mark Andrews","TE","BAL",7,7,2.1,5,10,"TE","M. Andrews","TE","https://www.fantasypros.com/nfl/players/mark-andrews.php","mark-andrews.php","7",96.5,NA,"Mark Andrews was a complete no-show in Week 1 for the Ravens. Despite no Isaiah Likely and a 75% snap share, Andrews saw one target from Lamar Jackson versus Buffalo (who he basically always underwhelms against). The matchup was tough but Andrews seeing so little involvement without Likely is a major red flag. When Likely returns, it won't make things easier for the veteran tight end.","sell",NA,"TE7","105.4",2025,"2025-09-09T18:09:55Z","fantasypros","Mark Andrews",17269,NA,7,5,10,NA,2.1,NA,"mark-andrews","bal","mark-andrews|TE|bal",7
"Travis Kelce","TE","KC",8,7.4,2.87,5,13,"TE","T. Kelce","TE","https://www.fantasypros.com/nfl/players/travis-kelce.php","travis-kelce.php","10",98.4,NA,"Despite no, Rashee Rice or Xavier Worthy, Kelce was almost a non-factor for the Chiefs in Week 1 had it not been for a perfectly schemed up TD pass from Patrick Mahomes. He ran 81% of the routes but came away with just a 10.3% target share. Sell while there's still hope he can produce amid the Chiefs' WR injuries. Rice will be back in Week 7, making any boost Kelce sees short-lived at best.","sell",NA,"TE8","103.7",2025,"2025-09-09T18:09:55Z","fantasypros","Travis Kelce",11594,NA,8,5,13,NA,2.87,NA,"travis-kelce","kc","travis-kelce|TE|kc",8
"Tucker Kraft","TE","GB",9,7.8,1.6,5,9,"TE","T. Kraft","TE","https://www.fantasypros.com/nfl/players/tucker-kraft.php","tucker-kraft.php","5",87.4,NA,"Tucker Kraft led the Packers in routes run and played 92% of the team's snaps. The final box score wasn't great (2-16-1 on 4 targets) but the usage suggests he might be GB's No.1 target in the passing game. Game script limited the Packers' passing attack in Week 1, so buy low on the Green Bay skill players.","buy",NA,"TE9","100.3",2025,"2025-09-09T18:09:55Z","fantasypros","Tucker Kraft",25298,NA,9,5,9,NA,1.6,NA,"tucker-kraft","gb","tucker-kraft|TE|gb",9
